% Flood Neural Network. Car problem results data file.
% Final time: 1.71316
% Final position error: 0.470854
% Final velocity error: -0.432158
% Column data:
%  1 - Time
%  2 - Position
%  3 - Velocity
%  4 - Acceleration
%  5 - Deceleration
0 0 0 0.666682 -0.198673
0.00171316 6.87073e-07 0.00080228 0.665795 -0.197195
0.00342632 2.74945e-06 0.00160557 0.664908 -0.195717
0.00513948 6.18886e-06 0.00240988 0.664021 -0.194238
0.00685264 1.1007e-05 0.0032152 0.663134 -0.192759
0.0085658 1.72057e-05 0.00402154 0.662247 -0.19128
0.010279 2.47867e-05 0.00482889 0.66136 -0.1898
0.0119921 3.37516e-05 0.00563726 0.660473 -0.188319
0.0137053 4.41023e-05 0.00644664 0.659586 -0.186838
0.0154184 5.58405e-05 0.00725704 0.658699 -0.185357
0.0171316 6.89678e-05 0.00806846 0.657811 -0.183875
0.0188448 8.34862e-05 0.0088809 0.656924 -0.182393
0.0205579 9.93972e-05 0.00969435 0.656036 -0.180911
0.0222711 0.000116703 0.0105088 0.655149 -0.179428
0.0239842 0.000135404 0.0113243 0.654261 -0.177944
0.0256974 0.000155504 0.0121408 0.653373 -0.176461
0.0274106 0.000177003 0.0129584 0.652486 -0.174976
0.0291237 0.000199904 0.0137769 0.651598 -0.173492
0.0308369 0.000224208 0.0145965 0.65071 -0.172007
0.03255 0.000249917 0.0154171 0.649822 -0.170521
0.0342632 0.000277033 0.0162388 0.648934 -0.169036
0.0359764 0.000305557 0.0170614 0.648045 -0.167549
0.0376895 0.000335491 0.0178851 0.647157 -0.166063
0.0394027 0.000366838 0.0187098 0.646269 -0.164576
0.0411158 0.000399598 0.0195355 0.645381 -0.163088
0.042829 0.000433773 0.0203623 0.644492 -0.161601
0.0445422 0.000469366 0.0211901 0.643604 -0.160113
0.0462553 0.000506378 0.0220189 0.642715 -0.158624
0.0479685 0.00054481 0.0228487 0.641827 -0.157135
0.0496816 0.000584665 0.0236796 0.640938 -0.155646
0.0513948 0.000625945 0.0245115 0.64005 -0.154157
0.053108 0.00066865 0.0253444 0.639161 -0.152667
0.0548211 0.000712783 0.0261784 0.638272 -0.151177
0.0565343 0.000758346 0.0270134 0.637384 -0.149686
0.0582474 0.00080534 0.0278494 0.636495 -0.148195
0.0599606 0.000853768 0.0286864 0.635606 -0.146704
0.0616738 0.00090363 0.0295245 0.634717 -0.145212
0.0633869 0.000954929 0.0303636 0.633828 -0.14372
0.0651001 0.00100767 0.0312038 0.632939 -0.142228
0.0668132 0.00106184 0.032045 0.63205 -0.140735
0.0685264 0.00111746 0.0328872 0.631161 -0.139243
0.0702396 0.00117453 0.0337304 0.630272 -0.137749
0.0719527 0.00123303 0.0345747 0.629383 -0.136256
0.0736659 0.00129299 0.0354201 0.628494 -0.134762
0.075379 0.0013544 0.0362664 0.627605 -0.133268
0.0770922 0.00141725 0.0371138 0.626715 -0.131773
0.0788054 0.00148156 0.0379622 0.625826 -0.130279
0.0805185 0.00154732 0.0388117 0.624937 -0.128784
0.0822317 0.00161454 0.0396622 0.624048 -0.127288
0.0839448 0.00168322 0.0405138 0.623158 -0.125793
0.085658 0.00175336 0.0413664 0.622269 -0.124297
0.0873712 0.00182495 0.04222 0.62138 -0.122801
0.0890843 0.00189802 0.0430746 0.62049 -0.121304
0.0907975 0.00197254 0.0439304 0.619601 -0.119808
0.0925106 0.00204854 0.0447871 0.618711 -0.118311
0.0942238 0.002126 0.0456449 0.617822 -0.116813
0.095937 0.00220493 0.0465037 0.616933 -0.115316
0.0976501 0.00228533 0.0473636 0.616043 -0.113818
0.0993633 0.00236721 0.0482245 0.615154 -0.11232
0.101076 0.00245057 0.0490865 0.614264 -0.110822
0.10279 0.0025354 0.0499495 0.613375 -0.109323
0.104503 0.00262171 0.0508135 0.612485 -0.107825
0.106216 0.0027095 0.0516786 0.611596 -0.106326
0.107929 0.00279878 0.0525447 0.610706 -0.104827
0.109642 0.00288954 0.0534119 0.609817 -0.103327
0.111355 0.00298179 0.0542801 0.608927 -0.101828
0.113069 0.00307552 0.0551494 0.608038 -0.100328
0.114782 0.00317075 0.0560197 0.607148 -0.0988277
0.116495 0.00326746 0.056891 0.606259 -0.0973275
0.118208 0.00336567 0.0577634 0.605369 -0.095827
0.119921 0.00346538 0.0586369 0.60448 -0.0943263
0.121634 0.00356658 0.0595114 0.60359 -0.0928254
0.123348 0.00366929 0.0603869 0.602701 -0.0913244
0.125061 0.00377349 0.0612635 0.601811 -0.0898231
0.126774 0.00387919 0.0621412 0.600922 -0.0883217
0.128487 0.0039864 0.0630199 0.600033 -0.08682
0.1302 0.00409512 0.0638996 0.599143 -0.0853182
0.131913 0.00420535 0.0647804 0.598254 -0.0838162
0.133626 0.00431708 0.0656622 0.597364 -0.0823141
0.13534 0.00443033 0.0665451 0.596475 -0.0808117
0.137053 0.00454509 0.0674291 0.595586 -0.0793093
0.138766 0.00466136 0.068314 0.594696 -0.0778066
0.140479 0.00477915 0.0692001 0.593807 -0.0763038
0.142192 0.00489846 0.0700872 0.592918 -0.0748009
0.143905 0.00501929 0.0709753 0.592029 -0.0732978
0.145619 0.00514165 0.0718645 0.591139 -0.0717945
0.147332 0.00526553 0.0727548 0.59025 -0.0702911
0.149045 0.00539093 0.0736461 0.589361 -0.0687876
0.150758 0.00551786 0.0745384 0.588472 -0.067284
0.152471 0.00564632 0.0754318 0.587583 -0.0657802
0.154184 0.00577631 0.0763263 0.586694 -0.0642763
0.155898 0.00590784 0.0772218 0.585805 -0.0627723
0.157611 0.0060409 0.0781184 0.584916 -0.0612682
0.159324 0.0061755 0.079016 0.584027 -0.0597639
0.161037 0.00631164 0.0799146 0.583138 -0.0582596
0.16275 0.00644931 0.0808144 0.582249 -0.0567551
0.164463 0.00658853 0.0817152 0.58136 -0.0552506
0.166177 0.0067293 0.082617 0.580471 -0.0537459
0.16789 0.00687161 0.0835199 0.579583 -0.0522412
0.169603 0.00701546 0.0844238 0.578694 -0.0507364
0.171316 0.00716087 0.0853288 0.577805 -0.0492315
0.173029 0.00730783 0.0862349 0.576917 -0.0477265
0.174742 0.00745634 0.087142 0.576028 -0.0462214
0.176455 0.0076064 0.0880502 0.57514 -0.0447163
0.178169 0.00775803 0.0889594 0.574251 -0.0432111
0.179882 0.00791121 0.0898697 0.573363 -0.0417058
0.181595 0.00806595 0.090781 0.572475 -0.0402005
0.183308 0.00822225 0.0916934 0.571586 -0.0386952
0.185021 0.00838012 0.0926069 0.570698 -0.0371897
0.186734 0.00853956 0.0935214 0.56981 -0.0356843
0.188448 0.00870056 0.094437 0.568922 -0.0341788
0.190161 0.00886313 0.0953536 0.568034 -0.0326732
0.191874 0.00902727 0.0962713 0.567146 -0.0311676
0.193587 0.00919298 0.09719 0.566258 -0.029662
0.1953 0.00936027 0.0981099 0.56537 -0.0281564
0.197013 0.00952914 0.0990307 0.564483 -0.0266507
0.198727 0.00969959 0.0999526 0.563595 -0.025145
0.20044 0.00987161 0.100876 0.562707 -0.0236394
0.202153 0.0100452 0.1018 0.56182 -0.0221337
0.203866 0.0102204 0.102725 0.560932 -0.020628
0.205579 0.0103972 0.103651 0.560045 -0.0191223
0.207292 0.0105756 0.104578 0.559158 -0.0176166
0.209006 0.0107555 0.105506 0.558271 -0.0161109
0.210719 0.0109371 0.106436 0.557384 -0.0146052
0.212432 0.0111202 0.107366 0.556496 -0.0130995
0.214145 0.0113049 0.108298 0.55561 -0.0115939
0.215858 0.0114913 0.10923 0.554723 -0.0100882
0.217571 0.0116792 0.110164 0.553836 -0.00858263
0.219284 0.0118687 0.111098 0.552949 -0.00707706
0.220998 0.0120598 0.112034 0.552063 -0.00557153
0.222711 0.0122526 0.112971 0.551176 -0.00406604
0.224424 0.0124469 0.113909 0.55029 -0.00256059
0.226137 0.0126429 0.114847 0.549403 -0.00105519
0.22785 0.0128404 0.115787 0.548517 0
0.229563 0.0130396 0.116726 0.547631 0
0.231277 0.0132404 0.117664 0.546745 0
0.23299 0.0134427 0.1186 0.545859 0
0.234703 0.0136467 0.119534 0.544973 0
0.236416 0.0138523 0.120467 0.544088 0
0.238129 0.0140595 0.121398 0.543202 0
0.239842 0.0142682 0.122328 0.542317 0
0.241556 0.0144786 0.123256 0.541431 0
0.243269 0.0146906 0.124183 0.540546 0
0.244982 0.0149041 0.125108 0.539661 0
0.246695 0.0151192 0.126032 0.538776 0
0.248408 0.0153359 0.126954 0.537891 0
0.250121 0.0155542 0.127875 0.537006 0
0.251835 0.0157741 0.128794 0.536121 0
0.253548 0.0159955 0.129712 0.535237 0
0.255261 0.0162185 0.130628 0.534352 0
0.256974 0.0164431 0.131543 0.533468 0
0.258687 0.0166692 0.132456 0.532584 0
0.2604 0.0168969 0.133368 0.531699 0
0.262113 0.0171262 0.134278 0.530816 0
0.263827 0.017357 0.135186 0.529932 0
0.26554 0.0175894 0.136094 0.529048 0
0.267253 0.0178233 0.136999 0.528164 0
0.268966 0.0180588 0.137903 0.527281 0
0.270679 0.0182958 0.138806 0.526398 0
0.272392 0.0185344 0.139707 0.525514 0
0.274106 0.0187745 0.140606 0.524631 0
0.275819 0.0190161 0.141504 0.523748 0
0.277532 0.0192593 0.142401 0.522866 0
0.279245 0.019504 0.143296 0.521983 0
0.280958 0.0197503 0.144189 0.521101 0
0.282671 0.0199981 0.145081 0.520218 0
0.284385 0.0202474 0.145972 0.519336 0
0.286098 0.0204982 0.146861 0.518454 0
0.287811 0.0207506 0.147748 0.517572 0
0.289524 0.0210044 0.148634 0.51669 0
0.291237 0.0212598 0.149519 0.515809 0
0.29295 0.0215167 0.150401 0.514927 0
0.294664 0.0217752 0.151283 0.514046 0
0.296377 0.0220351 0.152163 0.513165 0
0.29809 0.0222965 0.153041 0.512284 0
0.299803 0.0225594 0.153918 0.511403 0
0.301516 0.0228239 0.154793 0.510522 0
0.303229 0.0230898 0.155667 0.509642 0
0.304942 0.0233572 0.15654 0.508761 0
0.306656 0.0236262 0.15741 0.507881 0
0.308369 0.0238966 0.15828 0.507001 0
0.310082 0.0241685 0.159148 0.506121 0
0.311795 0.0244419 0.160014 0.505242 0
0.313508 0.0247167 0.160879 0.504362 0
0.315221 0.0249931 0.161742 0.503483 0
0.316935 0.0252709 0.162604 0.502604 0
0.318648 0.0255502 0.163464 0.501725 0
0.320361 0.025831 0.164323 0.500846 0
0.322074 0.0261132 0.16518 0.499967 0
0.323787 0.026397 0.166036 0.499089 0
0.3255 0.0266821 0.16689 0.49821 0
0.327214 0.0269688 0.167743 0.497332 0
0.328927 0.0272569 0.168594 0.496454 0
0.33064 0.0275464 0.169444 0.495576 0
0.332353 0.0278374 0.170292 0.494699 0
0.334066 0.0281299 0.171139 0.493822 0
0.335779 0.0284238 0.171984 0.492944 0
0.337492 0.0287192 0.172828 0.492067 0
0.339206 0.029016 0.17367 0.491191 0
0.340919 0.0293142 0.174511 0.490314 0
0.342632 0.0296139 0.17535 0.489437 0
0.344345 0.029915 0.176188 0.488561 0
0.346058 0.0302176 0.177024 0.487685 0
0.347771 0.0305216 0.177859 0.486809 0
0.349485 0.030827 0.178692 0.485934 0
0.351198 0.0311338 0.179524 0.485058 0
0.352911 0.0314421 0.180354 0.484183 0
0.354624 0.0317518 0.181183 0.483308 0
0.356337 0.0320629 0.18201 0.482433 0
0.35805 0.0323754 0.182836 0.481559 0
0.359764 0.0326893 0.18366 0.480684 0
0.361477 0.0330047 0.184483 0.47981 0
0.36319 0.0333214 0.185304 0.478936 0
0.364903 0.0336396 0.186124 0.478062 0
0.366616 0.0339591 0.186942 0.477189 0
0.368329 0.0342801 0.187759 0.476315 0
0.370043 0.0346025 0.188574 0.475442 0
0.371756 0.0349262 0.189388 0.474569 0
0.373469 0.0352514 0.1902 0.473696 0
0.375182 0.0355779 0.191011 0.472824 0
0.376895 0.0359058 0.19182 0.471952 0
0.378608 0.0362351 0.192628 0.47108 0
0.380321 0.0365658 0.193434 0.470208 0
0.382035 0.0368979 0.194239 0.469336 0
0.383748 0.0372314 0.195042 0.468465 0
0.385461 0.0375662 0.195844 0.467594 0
0.387174 0.0379024 0.196644 0.466723 0
0.388887 0.03824 0.197443 0.465852 0
0.3906 0.0385789 0.19824 0.464982 0
0.392314 0.0389192 0.199036 0.464112 0
0.394027 0.0392608 0.199831 0.463242 0
0.39574 0.0396039 0.200623 0.462372 0
0.397453 0.0399482 0.201415 0.461502 0
0.399166 0.040294 0.202205 0.460633 0
0.400879 0.0406411 0.202993 0.459764 0
0.402593 0.0409895 0.20378 0.458895 0
0.404306 0.0413393 0.204565 0.458027 0
0.406019 0.0416904 0.205349 0.457158 0
0.407732 0.0420429 0.206132 0.45629 0
0.409445 0.0423967 0.206913 0.455423 0
0.411158 0.0427518 0.207692 0.454555 0
0.412872 0.0431083 0.20847 0.453688 0
0.414585 0.0434661 0.209247 0.452821 0
0.416298 0.0438252 0.210022 0.451954 0
0.418011 0.0441857 0.210795 0.451087 0
0.419724 0.0445475 0.211567 0.450221 0
